County,License Number,Operation Type,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Square Footage,Georeference,longitude,latitude
New York,628946,Store,JAC,380 LENOX MEAT CORP,PIONEER SUPERMARKET,380,MALCOLM X BLVD,,,NEW YORK,NY,10027,12000,-73.9434 40.81053,-73.9434,40.81053
New York,628945,Store,JAC,57 BAYARD MEAT MARKET INC,57 BAYARD MEAT MARKET,57,BAYARD ST,,,NEW YORK,NY,10013,6000,-73.99776 40.71537,-73.99776,40.71537
New York,628927,Store,JAC,FOODEX LLC,GRACEFULLY,101,WEST END AVE,,,NEW YORK,NY,10023,6000,-73.9881 40.77484,-73.9881,40.77484
New York,628917,Store,JAC,CENTRAL PARK NORTH MEAT LLC,FINE FARE,37,LENOX AVE,,,NEW YORK,NY,10026,8000,-73.95172 40.79937,-73.95172,40.79937
New York,628845,Store,JADK,DAI SING CORP,DAI SING,100,DIVISION ST,,,NEW YORK,NY,10002,50000,-73.99332 40.71433,-73.99332,40.71433
New York,628822,Store,JAC,12 EAST FF CORP,BREAD & HONEY,941,8TH AVE,,,NEW YORK,NY,10019,8000,-73.98344 40.76586,-73.98344,40.76586
New York,628784,Store,A,TRADER JOES EAST INC,TRADER JOES #542,2073,BROADWAY,,,NEW YORK,NY,10023,14000,-73.98208 40.77852,-73.98208,40.77852
New York,628776,Store,JAC,EATALY NY LLC,EATALY,200,5TH AVE,,,NEW YORK,NY,10010,45000,-73.9893 40.74188,-73.9893,40.74188
New York,628762,Store,JAC,TARGET CORP,TARGET 2380,517,E 117TH ST SUITE 201,,,NEW YORK,NY,10035,5000,-73.93182 40.79538,-73.93182,40.79538
New York,628751,Store,JAC,DAGOSTINOS MARKETS LLC,DAGOSTINOS SUPERMARKETS,1233,LEXINGTON AVE,,,NEW YORK,NY,10028,14000,-73.95687 40.77774,-73.95687,40.77774
New York,628738,Store,A,TRADER JOES EAST INC,TRADER JOES #543,675,6TH AVE,,,NEW YORK,NY,10010,21000,-73.99365 40.74174,-73.99365,40.74174
New York,628661,Store,JAC,MR 2497 FOOD CORP,FINE FARE,2497,7TH AVE,,,NEW YORK,NY,10030,5000,-73.93916 40.82141,-73.93916,40.82141
New York,628603,Store,JAC,NAMDOR INC,GRISTEDES 34,907,8TH AVE,,,NEW YORK,NY,10019,9000,-73.98435 40.76466,-73.98435,40.76466
New York,628461,Store,JAC,135 FUTURE L&M CORP,FINE FARE,24,W 135TH ST,,,NEW YORK,NY,10037,19000,-73.93901 40.81334,-73.93901,40.81334
New York,628437,Store,JABC,COSTCO WHOLESALE CORP,COSTCO WHOLESALE 1062,517,E 117TH ST,,,NEW YORK,NY,10035,106000,-73.93182 40.79538,-73.93182,40.79538
New York,628248,Store,JAC,PRAYOSHA 202 INC,PRAYOSHA 202,202,MOTT ST,,,NEW YORK,NY,10012,6000,-73.99554 40.72142,-73.99554,40.72142
New York,628242,Store,JAC,1411-6 FRUIT & VEGETABLE CORP,MERCI MARKET,1411,6TH AVE,,,NEW YORK,NY,10019,7000,-73.9768 40.76483,-73.9768,40.76483
New York,628232,Store,JACK,WHOLE FOODS MARKET GROUP INC,WHOLE FOODS MARKET,808,COLUMBUS AVE,,,NEW YORK,NY,10025,58000,-73.96585 40.79519,-73.96585,40.79519
New York,628182,Store,JAC,A&C 2541 MEAT CORP,PIONEER SUPERMARKET,2541,ADAM CLAYTON POWELL JR BLVD,,,NEW YORK,NY,10039,10000,-73.93763 40.8235,-73.93763,40.8235
New York,628166,Store,JAC,A&C SUPERMAS INC,ASSOCIATED SUPERMARKET,2444,7TH AVE,,,NEW YORK,NY,10030,5000,-73.9404 40.81998,-73.9404,40.81998
New York,628153,Store,JAC,96 DAN MEAT MARKET INC,DAN SUPERMARKET 2,96,SHERMAN AVE,,,NEW YORK,NY,10034,20000,-73.92539 40.86381,-73.92539,40.86381
New York,628139,Store,A,LOT LESS ON CHAMBERS STREET INC,LOT LESS,97,CHAMBERS ST,,,NEW YORK,NY,10007,20000,-74.00767 40.71477,-74.00767,40.71477
New York,628137,Store,JAC,WESTERLY HEALTH FOODS INC,WESTERLY HEALTH FOODS,911-913,8TH AVE,,,NEW YORK,NY,10019,5000,-73.98419 40.76488,-73.98419,40.76488
New York,628133,Store,JAC,KAY MARKET INC,KAY MARKET,645,BROADWAY,,,NEW YORK,NY,10012,10000,-73.99571 40.72669,-73.99571,40.72669
New York,628103,Store,JADK,HT & E COMPANY LTD,MEAT CENTRE,208,CENTRE ST,,,NEW YORK,NY,10013,5000,-73.9991 40.71909,-73.9991,40.71909
New York,628033,Store,JAC,ROSANNA FOOD CORP,KEY FOOD SUPERMARKET,592,LENOX AVE,,,NEW YORK,NY,10037,27000,-73.93852 40.81718,-73.93852,40.81718
New York,627958,Store,JAC,POST FOOD CORP,IDEAL MARKETPLACE,317,9TH AVE,,,NEW YORK,NY,10001,15000,-73.99881 40.74992,-73.99881,40.74992
New York,627954,Store,JAC,HONG KONG SPRMKT - HESTER ST CORP,HONG KONG SUPERMARKET,157,HESTER ST,,,NEW YORK,NY,10013,19000,-73.99609 40.71752,-73.99609,40.71752
New York,627947,Store,A,SUN VIN GROCERY STORE INC,SUN VIN GROCERY,75,MULBERRY ST,,,NEW YORK,NY,10013,7000,-73.99911 40.71626,-73.99911,40.71626
New York,627880,Store,JAC,EL GALLO MEAT MARKET INC,COMPARE FOODS,538,W 138TH ST,,,NEW YORK,NY,10031,15000,-73.95264 40.82158,-73.95264,40.82158
New York,627845,Store,JAC,WHOLE FOODS MARKET GROUP INC,WHOLE FOODS MKT 10245,270,GREENWICH ST,,,NEW YORK,NY,10007,20000,-74.01114 40.71549,-74.01114,40.71549
New York,627530,Store,JABC,WS MARKETS LLC,WEST SIDE SUPERMARKETS,2840,BROADWAY,,,NEW YORK,NY,10025,20000,-73.96637 40.80445,-73.96637,40.80445
New York,627516,Store,JAC,DAGOSTINOS MARKETS LLC,DAGOSTINOS SUPERMARKETS,1507,YORK AVE,,,NEW YORK,NY,10075,13000,-73.94995 40.77205,-73.94995,40.77205
New York,627439,Store,JAC,180 MARKETPLACE INC,JUBILEE MARKET,180,RIVERSIDE BLVD,,,NEW YORK,NY,10069,17000,-73.98854 40.77851,-73.98854,40.77851
New York,627411,Store,JABC,WHOLE FOODS MARKET GROUP INC,WHOLEFOODSMARKET #10236,95,E HOUSTON ST,,,NEW YORK,NY,10002,73000,-73.99173 40.72378,-73.99173,40.72378
New York,627389,Store,JAC,ERNST KLEIN 6TH AVE FOOD CORP,ERNST KLEIN&COMPANY,1366,6TH AVE,,,NEW YORK,NY,10019,10000,-73.97778 40.7635,-73.97778,40.7635
New York,627354,Store,JAC,NEW KAM MAN LLC,NEW KAM MAN,200,CANAL ST,,,NEW YORK,NY,10013,10000,-73.99828 40.71699,-73.99828,40.71699
New York,627331,Store,JAC,SABANA MEAT CORP,CHERRY VALLEY MARKETPLA,309,E 115TH ST,,,NEW YORK,NY,10029,20000,-73.93769 40.79605,-73.93769,40.79605
New York,627203,Store,JABC,WESTERN BEEF RETAIL INC,WESTERN BEEF 16,431,W 16TH ST,,,NEW YORK,NY,10011,14000,-74.00575 40.74284,-74.00575,40.74284
New York,627102,Store,JAC,560 WEST MEAT&PRODUCE CORP,C TOWN,560,W 125TH ST,,,NEW YORK,NY,10027,9000,-73.95745 40.81473,-73.95745,40.81473
New York,627059,Store,JAC,LEX34 FRUIT&VEGETABLE CORP,LEX34 FRUIT&VEGETABLE,136,E 34TH ST,,,NEW YORK,NY,10016,5000,-73.9795 40.74631,-73.9795,40.74631
New York,626943,Store,JAC,RANCHOS FOOD CORP,COLUMBUS FOODMARKET,71-81,W 104TH ST,,,NEW YORK,NY,10025,10000,-73.96316 40.79763,-73.96316,40.79763
New York,626894,Store,A,TRADER JOES EAST INC,TRADER JOES #540,142,E 14TH ST,,,NEW YORK,NY,10003,10000,-73.98792 40.73359,-73.98792,40.73359
New York,626736,Store,JAC,BOGOPA MADISON LLC,FINE FARE SUPERMARKET,1718,MADISON AVE,,,NEW YORK,NY,10029,10000,-73.94612 40.79823,-73.94612,40.79823
New York,626640,Store,JAC,NAMDOR INC,GRISTEDES 511,500,COLUMBUS AVE 84TH ST,,,NEW YORK,NY,10024,18000,-73.97296 40.78547,-73.97296,40.78547
New York,626639,Store,JABC,NAMDOR INC,FOOD TOWN,686,N MAIN ST,,,ROOSEVELT ISLAND,NY,10044,25000,-73.9471 40.76481,-73.9471,40.76481
New York,626638,Store,JABC,NAMDOR INC,DAGOSTINOS MARKETS 518,355,1ST AVE/20TH ST,,,NEW YORK,NY,10010,15000,-73.97961 40.73543,-73.97961,40.73543
New York,626637,Store,JAC,NAMDOR INC,GRISTEDES 543,3,SHERIDAN SQ W 4TH ST,,,NEW YORK,NY,10014,13000,-74.00224 40.73297,-74.00224,40.73297
New York,626635,Store,JABC,NAMDOR INC,GRISTEDES 545,225,9TH AVE,,,NEW YORK,NY,10011,20000,-74.00097 40.74699,-74.00097,40.74699
New York,626544,Store,JAC,NAMDOR INC,GRISTEDES 533,748,2ND AVE,,,NEW YORK,NY,10017,7500,-73.97305 40.74869,-73.97305,40.74869
New York,626480,Store,JAC,MANDELL FOOD STORES INC,KEY FOOD 566,52,AVENUE A,,,NEW YORK,NY,10009,18000,-73.98496 40.72411,-73.98496,40.72411
New York,626220,Store,JAC,GOLDEN PINEAPPLE AVE D CORP,COMPARE STR #687,71-75,AVENUE D,,,NEW YORK,NY,10009,6000,-73.97697 40.72241,-73.97697,40.72241
New York,626140,Store,JAC,TAN TIN HUNG CORP,TAN TIN HUNG SUPERMARKT,121,BOWERY,,,NEW YORK,NY,10002,6000,-73.99497 40.71813,-73.99497,40.71813
New York,626050,Store,JAC,ROSAN FOOD CORP,FINE FARE SUPERMARKET,1891,3RD AVE,,,NEW YORK,NY,10029,15000,-73.94534 40.79065,-73.94534,40.79065
New York,625936,Store,JABC,NAMDOR INC,GRISTEDES 601,2704,BROADWAY,,,NEW YORK,NY,10025,17000,-73.96835 40.79926,-73.96835,40.79926
New York,625900,Store,JABC,WHOLE FOODS MARKET GROUP INC,WHOLE FOOD MARKET 10162,4,UNION SQ SOUTH,,,NEW YORK,NY,10003,26000,-73.9907 40.7348,-73.9907,40.7348
New York,625828,Store,A,WILLIAMS SONOMA INC,WILLIAMS SONOMA,10,COLUMBUS CIRCLE,,,NEW YORK,NY,10019,8000,-73.98244 40.76803,-73.98244,40.76803
New York,625796,Store,JAC,JUNCALITO MEAT&PRODUCE INC,CITY FRESH MARKET,2212,3RD AVE,,,NEW YORK,NY,10035,5000,-73.93785 40.80091,-73.93785,40.80091
New York,625766,Store,JABC,NAMDOR INC,GRISTEDES 413,1365,3RD AVE,,,NEW YORK,NY,10075,12000,-73.95797 40.77335,-73.95797,40.77335
New York,625709,Store,JAC,2451 BROADWAY MARKET INC,BARZINIS,2451,BROADWAY,,,NEW YORK,NY,10024,16000,-73.97432 40.79132,-73.97432,40.79132
New York,625639,Store,JAC,1239 FOOD CORP,KEY FOOD,1239,SAINT NICHOLAS AVE,,,NEW YORK,NY,10032,12000,-73.93806 40.84339,-73.93806,40.84339
New York,625575,Store,JAC,MANI MARKET PLACE INC,MANI MARKET PLACE,697,COLUMBUS AVE,,,NEW YORK,NY,10025,10000,-73.96859 40.79143,-73.96859,40.79143
New York,625364,Store,JAC,NAMDOR INC,GRISTEDES 437,1343,LEXINGTON AVE,,,NEW YORK,NY,10128,14000,-73.954 40.78168,-73.954,40.78168
New York,625300,Store,JAC,BETTER FRUIT INC,CENTRAL MARKETS,220,MANHATTAN AVE,,,NEW YORK,NY,10025,10000,-73.95986 40.80086,-73.95986,40.80086
New York,625284,Store,JAC,756 JOMO FOOD CORP,FOODTOWN,756,ST NICHOLAS AVE,,,NEW YORK,NY,10031,25000,-73.94359 40.82563,-73.94359,40.82563
New York,625236,Store,JABC,WESTSIDE SUPERMARKET LLC,WESTSIDE SUPERMARKET,77,7TH AVENUE,,,NEW YORK,NY,10011,25000,-73.99941 40.73892,-73.99941,40.73892
New York,625200,Store,A,DYCKMAN DEALS INC,99 CENT USA,116A,DYCKMAN ST,,,NEW YORK,NY,10040,6000,-73.92507 40.8621,-73.92507,40.8621
New York,625150,Store,JAC,DAGOSTINOS MARKETS LLC,DAGOSTINOS SUPERMARKETS,966,1ST AVE AT 53RD ST,,,NEW YORK,NY,10022,13000,-73.96467 40.75594,-73.96467,40.75594
New York,625078,Store,JACK,WHOLE FOODS MARKET GROUP INC,WHOLE FOODS MARKET,10,COLUMBUS CIRCLE SUITE SC101,,,NEW YORK,NY,10019,59000,-73.98244 40.76803,-73.98244,40.76803
New York,624937,Store,JAC,PS MEAT CORP,C TOWN,238,WEST 116TH ST,,,NEW YORK,NY,10026,8000,-73.95419 40.80392,-73.95419,40.80392
New York,624928,Store,JAC,LUNA BROTHERS INC,C TOWN,3632,BROADWAY,,,NEW YORK,NY,10031,18000,-73.9482 40.82937,-73.9482,40.82937
New York,624809,Store,JABC,JAV FOOD CORP,AGATA&VALENTINA,1505,1ST AVE,,,NEW YORK,NY,10075,7000,-73.95286 40.7721,-73.95286,40.7721
New York,624652,Store,JAC,VILLAGE ENTERPRISES LLC,CITARELLA,424,6TH AVE,,,NEW YORK,NY,10011,15000,-73.99893 40.73447,-73.99893,40.73447
New York,624469,Store,JAC,OWNERS KID FOOD CORP,ASSOCIATED SUPERMARKET,123,AVENUE C,,,NEW YORK,NY,10009,5000,-73.97844 40.72465,-73.97844,40.72465
New York,624461,Store,JAC,FARE FARM FOOD CORP,FINE FARE SUPERMARKET,4776,BROADWAY,,,NEW YORK,NY,10034,15000,-73.92654 40.8658,-73.92654,40.8658
New York,624408,Store,JAC,NAMDOR INC,GRISTEDES 562,307,W 26TH ST,,,NEW YORK,NY,10001,11000,-73.99758 40.74742,-73.99758,40.74742
New York,624280,Store,JAC,117 CORONA MEAT CORP,FINE FARE,136,LENOX AVE,,,NEW YORK,NY,10026,20000,-73.94929 40.80245,-73.94929,40.80245
New York,624015,Store,JACD,RUSS&DAUGHTERS LLC,RUSS&DAUGHTERS,179,E HOUSTON ST,,,NEW YORK,NY,10002,5000,-73.98824 40.72274,-73.98824,40.72274
New York,624011,Store,JAC,DAGOSTINOS MARKETS LLC,DAGOSTINOS SUPERMARKETS,815,10TH AVE,,,NEW YORK,NY,10019,15000,-73.98978 40.76744,-73.98978,40.76744
New York,623983,Store,JAC,LENOX & 132ND FOOD CORP,ASSOCIATED,448,LENOX AVE,,,NEW YORK,NY,10037,20000,-73.94203 40.8124,-73.94203,40.8124
New York,623913,Store,JAC,BROS FOOD SUPERMARKET CORP,C-TOWN,188,AVENUE C,,,NEW YORK,NY,10009,16000,-73.97653 40.72725,-73.97653,40.72725
New York,623787,Store,JACH,MANHATTAN LOBSTER PLACE LLC,MANHATTAN LOBSTER PLACE,75,9TH AVE,,,NEW YORK,NY,10011,14000,-74.00453 40.74216,-74.00453,40.74216
New York,623749,Store,A,WEBERS 32ND ST CORP,WEBERS 99 CENTS&UP,116,WEST 32ND ST,,,NEW YORK,NY,10001,6000,-73.98966 40.74892,-73.98966,40.74892
New York,623739,Store,JAC,KATAGIRI&CO INC,KATAGIRI,224,E 59TH ST,,,NEW YORK,NY,10022,5000,-73.96541 40.76107,-73.96541,40.76107
New York,623684,Store,JAC,CHELSEA MARKET BASKETS LTD,CHELSEA MARKET BASKETS,75,9TH AVE,,,NEW YORK,NY,10011,5000,-74.00453 40.74216,-74.00453,40.74216
New York,623658,Store,JAC,TAN & WHITE SUPERMARKET INC,MORTON WILLIAMS SUPERMA,130,BLEECKER ST,,,NEW YORK,NY,10012,26000,-73.99855 40.72786,-73.99855,40.72786
New York,623623,Store,JAC,BATTERY PARK CTY GOURMET MKT INC,BTTRY PK CTY GRMT MKT,450,NORTH END AVE,,,NEW YORK,NY,10281,7000,-74.01421 40.71711,-74.01421,40.71711
New York,623533,Store,JAC,FRANKS GOURMET MARKET INC,FRANKS MARKET,807-809,W 187TH ST,,,NEW YORK,NY,10033,6000,-73.93732 40.85526,-73.93732,40.85526
New York,623442,Store,JAC,SILVER&WHITE MARKETS INC,MORTON WILLIAMS SUPERMA,278,PARK AVE S,,,NEW YORK,NY,10010,9000,-73.98702 40.73935,-73.98702,40.73935
New York,623380,Store,JAC,DAGOSTINOS MARKETS LLC,DAGOSTINOS SUPERMARKETS,633,COLUMBUS AVE,,,NEW YORK,NY,10024,30000,-73.96998 40.78954,-73.96998,40.78954
New York,623304,Store,JABC,NAMDOR INC,GRISTEDES 597,221-229,8TH AVE,,,NEW YORK,NY,10011,20000,-73.99927 40.74422,-73.99927,40.74422
New York,623295,Store,JABC,SOLAR MERIDAN CORP,WESTSIDE MARKET PLACE,790,11TH AVE STORE #4,,,NEW YORK,NY,10019,6000,-73.99247 40.76883,-73.99247,40.76883
New York,623286,Store,JAC,TALA FOOD MARKET INC,BUTTERFIELD MARKET,1114,LEXINGTON AVE,,,NEW YORK,NY,10075,5000,-73.95952 40.7741,-73.95952,40.7741
New York,623272,Store,JABC,99 JOHNS MARKET PLACE INC,JUBELEE MARKET PLACE,99,JOHN ST,,,NEW YORK,NY,10038,16000,-74.00628 40.70807,-74.00628,40.70807
New York,623259,Store,JAC,JANICO FOOD CORP,FOOD TOWN,2463,FREDERICK DOUGLAS BLVD,,,NEW YORK,NY,10027,15000,-73.94795 40.81458,-73.94795,40.81458
New York,623254,Store,JAC,JKJ CORP,ASSOCIATED SUPERMARKET,13-15,W 100TH ST,,,NEW YORK,NY,10025,18000,-73.96352 40.79446,-73.96352,40.79446
New York,623250,Store,JAC,GARDEN OF EDEN GOURMET INC,GARDEN OF EDEN,7,E 14TH ST,,,NEW YORK,NY,10003,8000,-73.99269 40.73562,-73.99269,40.73562
New York,623223,Store,JABCD,MISONO FOOD LTD,BUONITALIA,75,9TH AVE,,,NEW YORK,NY,10011,11000,-74.00453 40.74216,-74.00453,40.74216
New York,623096,Store,JAC,FRESH BAGELS FARMERS MARKET INC,AMISH MARKET,240,E 45TH ST,,,NEW YORK,NY,10017,13000,-73.97135 40.75198,-73.97135,40.75198
New York,623062,Store,JAC,DOWNTOWN FOOD CORP,C TOWN,5,ST JAMES PL,,,NEW YORK,NY,10038,5000,-74.00044 40.71105,-74.00044,40.71105
New York,622978,Store,JABC,DAGOSTINOS MARKETS LLC,DAGOSTINOS SUPERMARKETS,578-580,3RD AVE @ 38TH ST #,,,NEW YORK,NY,10016,6000,-73.97613 40.74845,-73.97613,40.74845
New York,622587,Store,JAC,LINA FOOD CORP,C TOWN,4918-26,BROADWAY,,,NEW YORK,NY,10034,25000,-73.92175 40.8675,-73.92175,40.8675
New York,622566,Store,JABC,G10 1016 CORP,C TOWN,1016,ST NICHOLAS AVE,,,NEW YORK,NY,10032,12000,-73.93976 40.83515,-73.93976,40.83515
New York,622503,Store,JAC,3550 FOOD CORP,KEY FOOD SUPERMARKET,3550,BROADWAY,,,NEW YORK,NY,10031,15000,-73.95002 40.82687,-73.95002,40.82687
New York,622457,Store,JAC,ELIS MANHATTAN WAREHOUSE INC,ELIS,1411,3RD AVE,,,NEW YORK,NY,10028,28000,-73.95667 40.77514,-73.95667,40.77514
New York,622451,Store,JAC,111 SECOND FOOD CORP,MET FOODS,107-113,2ND AVE,,,NEW YORK,NY,10003,12000,-73.98835 40.7277,-73.98835,40.7277
New York,622342,Store,JAC,BRONZE&WHITE MARKETS INC,MORTON WILLIAMS,917,9TH AVE.,,,NEW YORK,NY,10019,5432,-73.98505 40.76885,-73.98505,40.76885
New York,622272,Store,JAC,SCHALLER MANUFACTURING CORP,SCHALLER & WEBER,1654,2ND AVE,,,NEW YORK,NY,10028,7000,-73.95189 40.77767,-73.95189,40.77767
New York,622262,Store,JAC,CITARELLA EAST,CITARELLA,1313,3RD AVE,,,NEW YORK,NY,10021,25000,-73.95905 40.77187,-73.95905,40.77187
New York,622188,Store,JAC,F&V FOOD CORP,XCELLENTE SUPERMARKET,1568,ST NICHOLAS AVE,,,NEW YORK,NY,10040,7000,-73.93032 40.85398,-73.93032,40.85398
New York,622053,Store,JAC,MADISON PRODUCE CORP,PATRICK MURPHYS MARKET,1307,MADISON AVE,,,NEW YORK,NY,10128,8000,-73.95574 40.78506,-73.95574,40.78506
New York,621950,Store,JAC,DAGOSTINOS MARKETS LLC,DAGOSTINOS SUPERMARKETS,1074,LEXINGTON AVE,,,NEW YORK,NY,10021,10000,-73.96044 40.77285,-73.96044,40.77285
New York,621936,Store,JAC,COLUMBUS FOODS INC,PIONEER,289,COLUMBUS AVE,,,NEW YORK,NY,10023,20000,-73.97803 40.77857,-73.97803,40.77857
New York,621808,Store,JABC,NAMDOR INC,GRISTEDES 53,1644,YORK AVE,,,NEW YORK,NY,10128,10000,-73.94686 40.77629,-73.94686,40.77629
New York,621804,Store,JAC,NAMDOR INC,GRISTEDES 59,1446,2ND AVE,,,NEW YORK,NY,10075,14000,-73.95671 40.77107,-73.95671,40.77107
New York,621785,Store,JAC,NAMDOR INC,GRISTEDES 82,25,UNIVERSITY PL,,,NEW YORK,NY,10003,15000,-73.99437 40.73209,-73.99437,40.73209
New York,621658,Store,JACHK,PO WING HONG FOOD MARKET INC,PO WING HONG FOOD MRKT,49,ELIZABETH ST,,,NEW YORK,NY,10013,8000,-73.99663 40.7171,-73.99663,40.7171
New York,621472,Store,JAC,530 FOOD CORP,KEY FOODS,530,AMSTERDAM AVE,,,NEW YORK,NY,10024,11000,-73.97518 40.78745,-73.97518,40.78745
New York,621264,Store,JABC,BROWN&WHITE MARKETS INC,MORTON WILLIAMS,311,E 23RD ST.,,,NEW YORK,NY,10010,14500,-73.97998 40.73752,-73.97998,40.73752
New York,621229,Store,JABC,PST HEALTH LLC,LIFETHYME NATURAL MARKE,410,AVENUE OF THE AMERICAS,,,NEW YORK,NY,10011,6000,-73.99934 40.73389,-73.99934,40.73389
New York,621143,Store,JAC,GREAT WAY FOODS INC,KEY FOOD 790,4365,BROADWAY,,,NEW YORK,NY,10033,15000,-73.9338 40.85396,-73.9338,40.85396
New York,621104,Store,JAC,GLENDA FOOD CORP,OZZIE'S FRESH MARKET,592,FORT WASHINGTON AVE,,,NEW YORK,NY,10033,22000,-73.93693 40.85497,-73.93693,40.85497
New York,621084,Store,JAC,DAGOSTINOS MARKETS LLC,DAGOSTINOS SUPERMARKET,790,GREENWICH ST,,,NEW YORK,NY,10014,10000,-74.00649 40.73725,-74.00649,40.73725
New York,621080,Store,JAC,DAGOSTINOS MARKETS LLC,DAGOSTINOS SUPERMARKETS,341,3RD AVE,,,NEW YORK,NY,10010,6000,-73.98204 40.74034,-73.98204,40.74034
New York,621043,Store,JABC,NAMDOR INC,GRISTEDES 512,1208,1ST AVE,,,NEW YORK,NY,10065,20000,-73.95913 40.76354,-73.95913,40.76354
New York,621042,Store,JAC,NAMDOR INC,GRISTEDES 524,2610,FDR DR&WATERSIDE,,,NEW YORK,NY,10010,8000,-73.97458 40.73677,-73.97458,40.73677
New York,621015,Store,JAC,3011 GROCERY INC,C TOWN,3320,BROADWAY,,,NEW YORK,NY,10031,20000,-73.95524 40.81968,-73.95524,40.81968
New York,620982,Store,JAC,KBC FOOD CORP,C TOWN,1721-27,1ST AVE,,,NEW YORK,NY,10128,24000,-73.94781 40.779,-73.94781,40.779
New York,620902,Store,JAC,KSP SUPERMARKET INC,FOOD UNIVERSE MARKETPLA,1486,LEXINGTON AVE,,,NEW YORK,NY,10128,14000,-73.9511 40.78563,-73.9511,40.78563
New York,620877,Store,A,32ND STREET 99 & CORP,JACKS 99,110,W 32ND ST,,,NEW YORK,NY,10001,20000,-73.98942 40.74881,-73.98942,40.74881
New York,620836,Store,JAC,LIBERATO GROCERY INC,LIBERATO FOOD MARKET,359,AUDUBON AVE,,,NEW YORK,NY,10033,6000,-73.93152 40.84986,-73.93152,40.84986
New York,620681,Store,JAC,AMISH MANHATTAN FARMERS MKT INC,AMISH MARKET,731,9TH AVE,,,NEW YORK,NY,10019,20000,-73.98916 40.76319,-73.98916,40.76319
New York,620528,Store,JAC,ORANGE & WHITE MARKETS INC,MORTON WILLIAMS SUPRMKT,1565,1ST AVE,,,NEW YORK,NY,10028,8800,-73.96467 40.75594,-73.96467,40.75594
New York,620463,Store,JAC,TRIBECA VILLAGE FARM INC,MORGANS MARKET,13,HUDSON ST,,,NEW YORK,NY,10013,5000,-74.00918 40.71635,-74.00918,40.71635
New York,620450,Store,JAC,2330 MEAT&PRODUCE CORP,FINE FARE SUPERMARKET,2330,1ST AVE,,,NEW YORK,NY,10035,14500,-73.93378 40.79825,-73.93378,40.79825
New York,620432,Store,JAC,GRAY&WHITE MARKETS INC,MORTON WILLIAMS SUPERMA,908,2ND AVE,,,NEW YORK,NY,10017,12000,-73.96922 40.75394,-73.96922,40.75394
New York,620382,Store,JABC,ZABARS & CO INC,ZABARS,2245,BROADWAY,,,NEW YORK,NY,10024,15000,-73.97939 40.78478,-73.97939,40.78478
New York,620363,Store,A,ODD JOB TRADING INC,ODD JOB TRADING,140,W 32ND ST,,,NEW YORK,NY,10001,100000,-73.99018 40.74914,-73.99018,40.74914
New York,620204,Store,JACDK,PIEMONTE HOME MADE RAVIOLI CO INC,PIEMONTE HOMEMD RAVIOLI,190,GRAND ST,,,NEW YORK,NY,10013,8000,-73.99711 40.71926,-73.99711,40.71926
New York,620134,Store,JAC,545 GRAND FOOD CORP,FINE FARE SUPERMARKET,545,GRAND ST,,,NEW YORK,NY,10002,20000,-73.98068 40.71418,-73.98068,40.71418
Kings,619984,Store,JAC,786 FLATBUSH FOOD CORP,KEY FOOD,786,FLATBUSH AVENUE,,,BROOKLYN,NY,11226,7000,-73.95947 40.65365,-73.95947,40.65365
Kings,619960,Store,JAC,JD 840 EAST NEW YORK FOOD CORP,IDEAL FOOD BASKET,840,E NEW YORK AVE,,,BROOKLYN,NY,11203,16000,-73.93493 40.66253,-73.93493,40.66253
Kings,619700,Store,JAC,BETTER CLASS FOODS INC,PEOPLES CHOICE,41,BELMONT AVE,,,BROOKLYN,NY,11212,30000,-73.90891 40.66866,-73.90891,40.66866
Kings,619698,Store,JABC,BJS WHOLESALE CLUB INC,BJS WHOLESALE CLUB 204,8719,AVENUE D,,,BROOKLYN,NY,11236,100000,-73.9131 40.64501,-73.9131,40.64501
Kings,619696,Store,JABC,2720 CHURCH GROCERY CORP,SHOP FAIR SUPERMARKET,2720,CHURCH AVE,,,BROOKLYN,NY,11226,10000,-73.95173 40.65071,-73.95173,40.65071
Kings,619689,Store,JAC,PICK QUICK FOODS INC,KEY FOOD 16,4320,5TH AVE,,,BROOKLYN,NY,11232,20000,-74.00671 40.64856,-74.00671,40.64856
Kings,619516,Store,JAC,KAJ MEAT CORP,IDEAL FOOD BASKET,631,GATES AVE,,,BROOKLYN,NY,11221,6000,-73.94151 40.68723,-73.94151,40.68723
Kings,619500,Store,JAC,SNL MEAT&PRODUCE CORP,KEY FOOD 1588,599,AVENUE Z,,,BROOKLYN,NY,11223,20000,-73.97186 40.58669,-73.97186,40.58669
Kings,619479,Store,JABC,8772 MEAT CORP,KEY FOOD 1160,8772,18TH AVE,,,BROOKLYN,NY,11214,20000,-74.00634 40.6037,-74.00634,40.6037
Kings,619455,Store,JABC,EMPIRE SUPERMARKET INC,KEY FOOD 1368,2066,ROCKAWAY PKWY,,,BROOKLYN,NY,11236,200000,-73.88879 40.6326,-73.88879,40.6326
Kings,619451,Store,JAC,159-MP CORP,FOODTOWN,159,N 3RD ST,,,BROOKLYN,NY,11211,9000,-73.95963 40.71526,-73.95963,40.71526
